      407	2025-03-03 10:58:05	1	255	1	0
      407	2025-03-03 11:13:41	1	255	1	0
      406	2025-03-03 18:54:23	1	255	1	0
      402	2025-03-03 18:56:37	1	255	1	0
      402	2025-03-03 19:28:40	1	255	1	0
      406	2025-03-03 19:42:30	1	255	1	0
      397	2025-03-04 16:35:55	1	255	15	0
      397	2025-03-04 17:08:38	1	255	15	0
      402	2025-03-04 18:54:52	1	255	1	0
      402	2025-03-04 19:49:55	1	255	1	0
      402	2025-03-05 18:51:54	1	255	1	0
      402	2025-03-05 19:45:52	1	255	1	0
      407	2025-03-06 10:54:16	1	255	1	0
      407	2025-03-06 11:10:49	1	255	1	0
      397	2025-03-06 15:49:15	1	255	15	0
      397	2025-03-06 16:04:15	1	255	15	0
      402	2025-03-06 18:53:12	1	255	1	0
      406	2025-03-06 18:59:27	1	255	1	0
      402	2025-03-06 19:41:50	1	255	1	0
      406	2025-03-06 20:01:34	1	255	1	0
      407	2025-03-07 18:25:00	1	255	1	0
      402	2025-03-07 18:43:09	1	255	1	0
      402	2025-03-07 19:23:20	1	255	1	0
      407	2025-03-07 19:39:55	1	255	1	0
      397	2025-03-08 12:05:59	1	255	15	0
      397	2025-03-08 12:45:42	1	255	15	0
      402	2025-03-10 16:42:26	1	255	1	0
      402	2025-03-10 17:33:11	1	255	1	0
      414	2025-03-12 12:45:22	1	255	1	0
      411	2025-03-12 12:45:26	1	255	1	0
      414	2025-03-12 12:51:10	1	255	1	0
      411	2025-03-12 12:51:14	1	255	1	0
      400	2025-03-12 12:52:39	1	255	15	0
      404	2025-03-12 12:52:55	1	255	1	0
      400	2025-03-12 12:54:33	1	255	15	0
      404	2025-03-12 12:54:42	1	255	1	0
      406	2025-03-12 15:51:40	1	255	1	0
      407	2025-03-13 10:44:39	1	255	1	0
      407	2025-03-13 11:04:39	1	255	1	0
      406	2025-03-13 11:43:45	1	255	1	0
      406	2025-03-13 12:06:31	1	255	1	0
      397	2025-03-13 13:22:13	1	255	15	0
      397	2025-03-13 13:24:54	1	255	15	0
